Signaling-by-MET	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-Insulin-receptor	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-SCF-KIT	Signaling-by-FGFR	ERK1-ERK2-pathway	Signaling-by-GPCR	Signaling-by-PDGF	Signaling-by-VEGF	DAG-and-IP3-signaling	Signaling-by-NTRKs	PI3K-AKT-Signaling	Signaling-by-WNT	Integrin-signaling	TNF-signaling	TRAIL-signaling	FasL--CD95L-signaling	Signaling-by-Activin	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-NOTCH	Signaling-by-PTK6	Signaling-by-Rho-GTPases	MAPK6-MAPK4-signaling	p75-NTR-receptor-mediated-signalling	Signaling-by-Hippo	mTOR-signalling	Signaling-by-Hedgehog	Signaling-by-Nuclear-Receptors	Signaling-by-Leptin	Signaling-by-BMP	Signaling-by-MST1
Signaling-by-MET	0.0	0.0026726057906458797	0.011581291759465479	0.18297678652708238	0.16304347826086957	0.1644021739130435	0.12189616252821671	0.13267148014440433	0.12798557908968003	0.08142150247413406	0.1164259927797834	0.07639726578206675	0.07114147909967845	0.10818713450292397	0.0997946611909651	0.09633212414349053	0.007448059584476676	0.012895662368112544	0.010550996483001172	0.011332551778038297	0.02823529411764706	0.032561788936837976	0.025530243519245877	0.04836131095123901	0.022309197651663407	0.010168165819319515	0.0023455824863174357	0.0019440124416796269	0.005827505827505828	0.013682564503518374	0.0062256809338521405	0.008583690987124463	0.003110419906687403	0.0015552099533437014
Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	0.014652014652014652	0.0	0.010899182561307902	0.19070258848388802	0.16701791359325605	0.16859852476290832	0.1327713382507903	0.1475237091675448	0.13962065331928344	0.09	0.12697576396206534	0.08090614886731391	0.07806004618937644	0.11759036144578314	0.10690633869441817	0.09911996294580824	0.009013068949977467	0.012053571428571429	0.012053571428571429	0.012053571428571429	0.028699551569506727	0.03273542600896861	0.020664869721473494	0.040639269406392696	0.008577878103837472	0.0017873100983020554	0.004026845637583893	0.0026833631484794273	0.00806090461262875	0.012064343163538873	0.006708407871198569	0.005361930294906166	0.0035746201966041107	0.0
Signaling-by-Insulin-receptor	0.014485256078634247	0.0005385029617662897	0.0	0.1900739176346357	0.16762402088772846	0.1691906005221932	0.13322884012539185	0.14785788923719959	0.13994778067885116	0.09181011997913406	0.12741514360313316	0.08241252302025782	0.07967032967032966	0.11699566682715455	0.10746128578132333	0.10055096418732783	0.008482142857142856	0.011936339522546418	0.011936339522546418	0.011936339522546418	0.028419182948490232	0.03241563055062167	0.020462633451957295	0.04341926729986431	0.011627906976744186	0.0017699115044247787	0.003987594151528578	0.002657218777679362	0.007982261640798226	0.011946902654867256	0.00664599025254763	0.005309734513274336	0.0035398230088495575	0.0
Signaling-by-EGFR	0.005133846718005134	0.0032822757111597373	0.004393190554640308	0.0	0.0018243419338024498	0.0020860495436766623	0.006352941176470588	0.012491161913740279	0.010805731735964294	0.022737405260811413	0.003998118532455315	0.00826271186440678	0.0	0.010428474268873271	0.0	0.01646002565198803	0.00017322016282695306	0.01243953006219765	0.010526315789473684	0.010698878343399483	0.011359664452988466	0.0155703289013296	0.016818500350385426	0.0011344299489506524	0.00781388740898597	0.004864489228630994	0.0031136481577581734	0.001032169275761225	0.0081146408839779	0.009651844191658049	0.010198789974070872	0.003780068728522337	0.001887116143420827	0.0
Signaling-by-ERBB2	0.00594685002787586	0.004070305272895467	0.006666666666666667	0.015720756727950973	0.0	0.0021321961620469083	0.0064779270633397315	0.013665787580915847	0.011023244668104481	0.02338782924613987	0.004077716478771888	0.009888220120378332	0.0006432246998284735	0.012876523338698551	0.0	0.016760992599042228	0.00017577781683951485	0.012620508326029798	0.01068114165645246	0.010856242339345124	0.011528910961333806	0.01580255681818182	0.016702203269367447	0.0011527377521613833	0.007932215612042546	0.004936530324400564	0.003159003159003159	0.0006982021295164951	0.008234057463209531	0.008742787200559538	0.01034906156814594	0.0038347568415548197	0.0019147084421235858	0.0
Signaling-by-ERBB4	0.005823475887170155	0.003986229389382134	0.006528835690968444	0.01500646830530401	0.0012933264355923435	0.0	0.006305464736104624	0.013302217036172695	0.010963377653370656	0.022797698096502877	0.003969180480971282	0.009651699538396978	0.0006278777731268313	0.012547613712749272	0.0	0.01656754460492778	0.00017232465965879716	0.013408973697782363	0.010472103004291846	0.010643776824034334	0.011300417246175243	0.015489035851026801	0.018295870360690015	0.0011280315848843769	0.008125772831655184	0.004839267196681645	0.006540447504302926	0.0017117425539198905	0.00807282720714531	0.009432344366317956	0.012400964519462624	0.0037600410186292943	0.0018774534903567162	0.0
Signaling-by-SCF-KIT	0.00766839378238342	0.004543577034283354	0.007444168734491315	0.05939494865389953	0.044382801664355064	0.04549237170596394	0.0	0.01634801884178443	0.013015785101080033	0.02680895366996356	0.0049902966454117	0.011707317073170732	0.0012186205215695832	0.014787430683918669	0.0	0.02443195699975568	0.00019508388607101054	0.01399961112191328	0.011846960574868906	0.012041173043309381	0.017519953280124588	0.02240841777084957	0.023205928237129487	0.028855721393034824	0.014592782488661013	0.006811989100817439	0.003893322951138797	0.0007742934572202865	0.00913508260447036	0.009697439875872769	0.011673151750972763	0.0054064491214520175	0.0021227325357005018	0.0
Signaling-by-FGFR	0.007308415117978701	0.00437044745057232	0.007293186080433424	0.05703849395897724	0.043405208625035004	0.04424530943713246	0.007838745800671893	0.0	0.012594458438287154	0.02706964520367937	0.004480537664519743	0.010604192355117139	0.0	0.01337613697164259	0.0	0.02465483234714004	0.00019650225977598743	0.01410105757931845	0.011932707355242567	0.011932707355242567	0.01764705882352941	0.022571148184494603	0.023374582596739343	0.028050490883590462	0.014498510427010924	0.006665359733385611	0.00392156862745098	0.0007798791187365958	0.009201252936570085	0.009767532721234616	0.011379242691779479	0.004664723032069971	0.002137998056365403	0.0
ERK1-ERK2-pathway	0.007625503071383181	0.004435994930291508	0.0074011418904631	0.05996573386636208	0.04454597372929754	0.045688178183894916	0.008278618327148159	0.01684751570531125	0.0	0.027584359935725764	0.0048543689320388345	0.011776497118516662	0.00100150225338007	0.014949714596357706	0.0	0.02512562814070352	0.00019928258270227183	0.014299900695134062	0.01210077365602063	0.01210077365602063	0.01789620202823623	0.02308457711442786	0.023705179282868527	0.02865271286323918	0.01471774193548387	0.006759443339960238	0.003778838504375497	0.0007908264136022143	0.009330950962874727	0.009906875371507827	0.011544585987261146	0.004729064039408867	0.0021679148600709497	0.0
Signaling-by-GPCR	0.006047966631908238	0.004369538077403246	0.007290147885857113	0.07392791370691923	0.06074151985274783	0.06153037075992637	0.028128286014721345	0.03548895899053628	0.03207150368033649	0.0	0.025236593059936908	0.01131333005410723	0.001228803145736053	0.024629303845187234	0.019402985074626865	0.02610194533366166	0.00019654088050314466	0.014498432601880877	0.012328767123287671	0.012328767123287671	0.017839639286414428	0.02314633189486073	0.022771888496270123	0.02803364036844213	0.0136986301369863	0.00607723975691041	0.002938295788442703	0.00078003120124805	0.0078064012490242	0.011530193472737933	0.00924468922108576	0.004664723032069971	0.0021384136858475893	0.0
