DAG-and-IP3-signaling	ERK1-ERK2-pathway	FasL--CD95L-signaling	Integrin-signaling	MAPK6-MAPK4-signaling	PI3K-AKT-Signaling	Signaling-by-Activin	Signaling-by-BMP	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-FGFR	Signaling-by-GPCR	Signaling-by-Hedgehog	Signaling-by-Hippo	Signaling-by-Insulin-receptor	Signaling-by-Leptin	Signaling-by-MET	Signaling-by-MST1	Signaling-by-NOTCH	Signaling-by-NTRKs	Signaling-by-Nuclear-Receptors	Signaling-by-PDGF	Signaling-by-PTK6	Signaling-by-Rho-GTPases	Signaling-by-SCF-KIT	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-VEGF	Signaling-by-WNT	TNF-signaling	TRAIL-signaling	mTOR-signalling	p75-NTR-receptor-mediated-signalling
DAG-and-IP3-signaling	0.0	0.051859347331140906	0.01919616076784643	0.00020092425155716296	0.008814102564102564	0.02225031605562579	0.021	0.002384263858533678	0.1008616320324379	0.0895748987854251	0.0895748987854251	0.049417131272174356	0.05255179383527034	0.01317628269115592	0.0027905122583217062	0.027234214242485375	0.005759682224428997	0.02323701757930895	0.0	0.0250300360432519	0.029903699949315764	0.010602120424084817	0.04681174089068826	0.03646363821552251	0.016416700445885692	0.051340414769853314	0.026816089653792275	0.023991935483870967	0.011657374556512924	0.03207880777974236	0.021021021021021023	0.01879624075184963	0.008577697985238381	0.0032038446135362435
ERK1-ERK2-pathway	0.0008161599673536013	0.0	0.01613987895090787	0.00016877637130801687	0.007916456122620852	0.0	0.017183288409703505	0.0020063534525998996	0.05624858244499886	0.044000907235200726	0.044908142435926515	0.013608528010886823	0.023917259211376857	0.011084984884111521	0.002347024308466052	0.0063875088715401	0.005349381477766633	0.00728500355366027	0.0	0.021596085709465158	0.013083296990841693	0.010116337885685382	0.004309367203447494	0.03071379547014413	0.014146923470257372	0.007029478458049887	0.02191503708698584	0.003900017727353306	0.01000408329930584	0.025987313280130958	0.017670817906428812	0.015803631472763955	0.008411843876177659	0.003369839932603201
FasL--CD95L-signaling	0.06055979643765903	0.09674134419551934	0.0	0.004502251125562781	0.004034291477559254	0.07837150127226464	0.03983862834089763	0.004	0.13499745287824758	0.11767702496179318	0.11716760061130922	0.09215885947046844	0.07131940906775344	0.03227433182047403	0.005502751375687844	0.016008004002001	0.0015	0.021673387096774195	0.0	0.055499495459132187	0.08346055979643766	0.010005002501250625	0.08808553971486761	0.03553299492385787	0.013032581453634085	0.08757637474541752	0.05042864346949067	0.014007003501750876	0.06768447837150127	0.10901681100356597	0.011666666666666667	0.0022234574763757642	0.003501750875437719	0.005040322580645161
Integrin-signaling	0.06950672645739911	0.14349775784753363	0.017915309446254073	0.0	0.01410743353228432	0.09641255605381166	0.0363537710255019	0.0027129679869777536	0.2124439461883408	0.19170403587443946	0.19170403587443946	0.1468609865470852	0.11210762331838565	0.018990775908844276	0.0	0.06483516483516484	0.009224091155724362	0.056074766355140186	0.0	0.042322300596852956	0.11154708520179372	0.014122759369907659	0.13957399103139012	0.07080610021786492	0.04087193460490463	0.13957399103139012	0.04286489419424851	0.05656232839099396	0.09360986547085202	0.0913677130044843	0.02225841476655809	0.016286644951140065	0.010863661053775122	0.004343105320304018
MAPK6-MAPK4-signaling	0.0843155031731641	0.1230140717203813	0.020152261531571878	0.00044444444444444447	0.0	0.09986382206082614	0.037203047960555805	0.0035555555555555557	0.15547378104875806	0.13983440662373506	0.13937442502299907	0.11938266000907853	0.09754990925589836	0.027317510076130765	0.0013333333333333333	0.016911437472185136	0.009777777777777778	0.019265232974910396	0.0	0.05069537909376402	0.10667271901951884	0.012472160356347439	0.10939627780299592	0.04084442404772832	0.024965955515206535	0.10985020426690877	0.04616763783056925	0.014686248331108143	0.09156844968268359	0.12176283507496592	0.02418271383788625	0.018808777429467086	0.004	0.005819158460161146
PI3K-AKT-Signaling	0.001327433628318584	0.033702568937072824	0.017247574559827523	0.00018044027426921688	0.008462369463449766	0.0	0.018694948768650008	0.0021436227224008574	0.08178175818995993	0.06976196087673815	0.07070469007777516	0.03700212114070233	0.04805543138131426	0.011840688912809472	0.0025080616266571123	0.025598829767782043	0.005892857142857143	0.02636879692364036	0.0	0.023063063063063063	0.016733443318406788	0.009895645915797049	0.029224605232147066	0.03365648436070971	0.015112891478514202	0.03181711053499882	0.023745277927684834	0.023017902813299233	0.011509517485613104	0.02769162605228179	0.018884892086330936	0.01688825008983112	0.008991188635137565	0.0037817396002160996
Signaling-by-Activin	0.05970670391061453	0.0859046283309958	0.015955601803676726	0.0003448275862068965	0.0076362374175633465	0.07127882599580712	0.0	0.00138217000691085	0.13763440860215054	0.12616487455197134	0.12616487455197134	0.08870967741935484	0.07217939733707078	0.02015988877302746	0.004140786749482402	0.016960886119764623	0.008275862068965517	0.02017391304347826	0.0	0.03464285714285714	0.07641079565369786	0.012093987560469938	0.08134642356241234	0.049964311206281226	0.0031066620642043494	0.08099579242636747	0.010439970171513796	0.016268605053651783	0.061103351955307264	0.08670727337871731	0.019424210891432536	0.015955601803676726	0.0034482758620689655	0.0034698126301179735
Signaling-by-BMP	0.07944996180290298	0.10847975553857907	0.027439024390243903	0.0007621951219512195	0.014481707317073171	0.08479755538579067	0.058958652373660034	0.0	0.14591291061879297	0.12757830404889228	0.12757830404889228	0.10466004583651642	0.09396485867074103	0.03134556574923547	0.0	0.024446142093200916	0.018292682926829267	0.029793735676088617	0.0	0.07093821510297482	0.08632543926661573	0.018306636155606407	0.0985485103132162	0.03125	0.0038109756097560975	0.0985485103132162	0.07427258805513016	0.024446142093200916	0.08021390374331551	0.11638591117917305	0.036585365853658534	0.027439024390243903	0.0022865853658536584	0.0038109756097560975
Signaling-by-EGFR	0.0	0.009529728609902631	0.015082482325216025	0.00015765410688948448	0.00474233322794815	0.0	0.011919898283534647	0.001875293014533521	0.0	0.0015883821193555707	0.0018161180476730988	0.011219613546644504	0.021756329113924052	0.010828625235404897	0.0021933260222465924	0.003978120338140228	0.003755868544600939	0.004648074369189907	0.0	0.015769353297228415	0.009636619152780567	0.00944138473642801	0.0037328909166321027	0.0010240655401945725	0.00725689404934688	0.0056016597510373444	0.016067451479478207	0.002973240832507433	0.007372400756143667	0.019435975609756097	0.01651462724127084	0.014768263943440692	0.00785916378497328	0.0029916548575027553
Signaling-by-ERBB2	0.0005702337958563011	0.009643605870020965	0.015218769816106531	0.0001590836780146357	0.004785452225235284	0.0	0.012028869286287089	0.001892147587511826	0.013563218390804597	0.0	0.0018395033340997931	0.012164429530201342	0.022195560887822437	0.01044965167827739	0.002213088839709137	0.006003001500750375	0.003789074834227976	0.005352960856473737	0.0	0.0163855421686747	0.011726647796198949	0.00952683391552874	0.0037767519932857744	0.001034126163391934	0.00732421875	0.005666316894018888	0.016214480655000803	0.0036654448517160947	0.008763574014097924	0.01964939318050472	0.016661377340526817	0.014901712111604312	0.007930214115781126	0.0030182684670373313
